time,seconds_elapsed,acc_z,acc_y,acc_x,gry_z,gry_y,gry_x,gravity_z,gravity_y,gravity_x,mag_z,mag_y,mag_x,qz,qy,qx,qw,roll,pitch,yaw,tacc_z,tacc_y,tacc_x,activity
1.70E+18,11.42362354,0.567580223,1.021900177,1.316398978,-0.53368175,-0.366773039,0.343937099,-1.054484963,9.739637375,0.444877386,8.808400154,-23.52159882,25.91279984,0.523876548,0.577963114,0.467163116,0.416257858,-3.062304497,-1.465707302,1.430925727,-0.292522579,9.003892899,3.603590965,walk
1.70E+18,11.43350342,-0.02496922,0.655424118,1.814611554,-0.557649493,-0.276161671,0.150996774,-1.070021033,9.740184784,0.392735869,8.552199364,-23.7533989,25.8151989,0.525396526,0.57826519,0.46526283,0.416050971,-3.065850019,-1.468606472,1.423438787,-0.251844585,9.140582085,3.368795156,walk
1.70E+18,11.44338354,-0.313077092,0.161302567,2.359292507,-0.596064448,-0.140277877,-0.044606633,-1.066937447,9.742516518,0.339708954,8.27159977,-24.02179909,25.66880035,0.527310491,0.578554332,0.463098496,0.415642083,-3.065999508,-1.471983194,1.418495178,-0.340678126,9.305686951,2.875275612,walk
1.70E+18,11.45326367,-0.315516829,-0.265895844,2.74679184,-0.628021419,-0.024034319,-0.181622237,-1.050354362,9.746048927,0.285809278,7.954400063,-24.32679939,25.46139908,0.5295946,0.57869643,0.460973501,0.414901674,-3.056814432,-1.475538015,1.422366261,-0.388534576,9.41366291,2.606980324,walk
1.70E+18,11.46314331,-0.213775516,-0.689876556,3.023523092,-0.634412825,0.026031632,-0.239144817,-1.027939916,9.749855042,0.232500359,7.698199749,-24.68059921,25.18079948,0.532349467,0.578634262,0.458890498,0.413770378,-3.034762859,-1.479351521,1.438483357,-0.369392008,9.538089752,2.470589399,walk
1.70E+18,11.47302344,0.107646525,-0.901815414,3.155370951,-0.6013906,0.027629482,-0.213579223,-1.00725615,9.753073692,0.182697028,7.356599808,-25.02219963,24.90019989,0.535451949,0.578104019,0.457009107,0.412588954,-2.998889208,-1.483678699,1.468699813,-0.42921257,9.839884758,2.410768747,walk
1.70E+18,11.48290356,0.473590791,-0.90393734,3.325176954,-0.525159895,-0.00113181,-0.116576441,-0.995074391,9.755025864,0.140350193,7.100399971,-25.46139908,24.58300018,0.538760602,0.576830983,0.4555237,0.411705136,-2.946904182,-1.488682508,1.516267061,-0.460319251,10.53230762,2.566302299,walk
1.70E+18,11.49278369,0.713300884,-0.85419178,3.493876696,-0.414309055,-0.055525273,0.019307349,-0.995455623,9.755392075,0.10856051,6.734399796,-25.83959961,24.26580048,0.542274356,0.574536204,0.454616696,0.411303222,-2.870519638,-1.494398832,1.590131521,-0.558425009,11.39222908,2.779562712,walk
1.70E+18,11.50266333,0.766225338,-0.714687347,3.280092955,-0.289610237,-0.099199824,0.144072771,-1.00772357,9.754341125,0.087820701,6.404999733,-26.16899872,23.94859886,0.546265244,0.571086824,0.454193354,0.411293745,-2.754382372,-1.500689387,1.705315948,-0.788435042,11.86899853,2.851347208,walk
1.70E+18,11.51254346,0.695590019,-0.546102524,2.795810223,-0.158453405,-0.075764701,0.202127963,-1.025691748,9.752544403,0.078736521,6.039000034,-26.52279854,23.59479904,0.550992608,0.566573143,0.453876972,0.41157949,-2.582672358,-1.50703907,1.876806021,-1.023230791,11.89053345,2.71974206,walk
1.70E+18,11.52242358,0.663247347,-0.435429573,2.526793242,-0.058787547,0.010585753,0.177094996,-1.041229606,9.750893593,0.07945995,5.551000118,-26.90099907,23.18000031,0.556626797,0.561403334,0.453120857,0.411915481,-2.344707966,-1.512122989,2.113896847,-1.102193952,11.58395386,2.525624275,walk
1.70E+18,11.53230371,0.689318955,-0.309178352,2.386161566,-0.032156721,0.118240863,0.089679308,-1.048164248,9.750116348,0.083514944,5.014199734,-27.14499855,22.85059929,0.563095987,0.555909574,0.451779336,0.412047148,-2.049266338,-1.513686776,2.407140255,-0.886839867,11.35633659,2.245364904,walk
1.70E+18,11.54218335,0.624590397,-0.007715225,2.324956179,-0.069972493,0.220037192,-0.031823836,-1.043385267,9.750617027,0.0848208,4.379799843,-27.36459923,22.53339958,0.570130825,0.550257742,0.450244337,0.41163978,-1.751111865,-1.50938344,2.701924324,-0.47706902,11.301301,1.756630898,walk
1.70E+18,11.55206348,0.575489163,0.681044579,2.484028578,-0.131289974,0.307985485,-0.167241588,-1.025437474,9.752550125,0.081476003,3.733199835,-27.62080002,22.20400047,0.57715261,0.544297397,0.449320167,0.410787791,-1.519024849,-1.499168277,2.931103468,-0.077168532,11.26780224,1.042672515,walk
1.70E+18,11.5619436,0.449470937,1.53431797,2.703032494,-0.168040514,0.374096513,-0.271168381,-0.997534394,9.755489349,0.075701207,3.196399927,-27.82819939,21.97220039,0.583870888,0.53808403,0.449168265,0.409644067,-1.365442753,-1.485230327,3.08279562,0.090628155,10.86042404,0.522831738,walk
1.70E+18,11.57182373,0.186801791,2.002691269,2.777526379,-0.143540144,0.448196799,-0.327625722,-0.964686632,9.758812904,0.073062539,2.513200045,-27.93799973,21.7159996,0.595376074,0.525708854,0.450903356,0.407239169,-1.213180423,-1.454455137,-3.048131466,0.088235334,10.16800117,0.2955136,walk
1.70E+18,11.58170337,-0.083150148,2.015760422,2.639748335,-0.058787547,0.543601751,-0.359116673,-0.929398954,9.762190819,0.078981921,2.000799894,-28.1576004,21.4231987,0.600364923,0.518849552,0.453091294,0.406282395,-1.176077485,-1.437763333,-3.008032084,-0.182452723,9.643673897,0.058325052,walk
1.70E+18,11.5915835,-0.201248348,1.70127964,2.428977013,0.05259588,0.606450498,-0.400128156,-0.890406966,9.765676498,0.095485061,1.537199974,-28.34059906,21.14259911,0.604319692,0.511647165,0.456376672,0.405875891,-1.156789303,-1.421402574,-2.982700586,-0.268594354,9.332008362,-0.370588422,walk
1.70E+18,11.60146362,-0.031708002,1.466160774,2.12248373,0.162914082,0.574493468,-0.466239184,-0.844579816,9.769460678,0.121349014,1.293200016,-28.51140022,20.97179985,0.607157707,0.504336596,0.460660934,0.405950278,-1.151221395,-1.405895114,-2.968357563,-0.247058943,9.094820023,-0.744167864,walk
1.70E+18,11.61134351,0.322098076,1.403375626,1.599061251,0.277559787,0.440207541,-0.556850553,-0.789158106,9.773607254,0.155610725,1.061399937,-28.71879959,20.78879929,0.608892262,0.497326165,0.465688884,0.406264395,-1.15693891,-1.391793847,-2.963487625,-0.412462801,8.915358543,-0.770488918,walk
1.70E+18,11.62122339,0.653513312,1.362027168,0.839758992,0.423563272,0.250462919,-0.680484176,-0.721144795,9.778045654,0.200416416,0.756399989,-28.92619896,20.48379898,0.609686375,0.490728706,0.471172303,0.406773299,-1.169603229,-1.37920177,-2.964361668,-0.649651349,9.094820023,-0.598205686,walk
1.70E+18,11.63110352,0.735184073,0.947957993,0.260124475,0.598394632,0.083620794,-0.857978642,-0.636093557,9.782559395,0.259397745,0.719799995,-29.12139893,20.20319939,0.609960794,0.48432672,0.476872832,0.407391429,-1.184822917,-1.367411375,-2.967127323,-0.532103956,10.65194893,0.221036986,walk
1.70E+18,11.64098364,0.62505573,0.250900269,-0.040350854,0.743399501,0.030825181,-1.082942486,-0.529744089,9.786725044,0.331326991,0.646600008,-29.29220009,19.84939957,0.610153973,0.47756964,0.482642591,0.408283621,-1.197393656,-1.355401874,-2.966458797,-0.405284345,11.24865913,0.539880633,walk
1.70E+18,11.65086353,0.22480531,-0.276055336,-0.358473897,0.830282569,0.109186389,-1.312100768,-0.401920766,9.789774895,0.411260962,0.817399979,-29.64599991,19.52000046,0.610849321,0.470542908,0.487866551,0.409192771,-1.203538775,-1.342814684,-2.960139036,-0.103489578,11.67727375,0.693021238,walk
1.70E+18,11.66074341,-0.007587463,-0.586791992,-0.873949647,0.89792484,0.265908808,-1.478942871,-0.257719606,9.790662766,0.49688679,1.036999941,-29.87779999,19.21500015,0.612378418,0.463722259,0.491944999,0.409810215,-1.202248693,-1.330028415,-2.948888063,0.385244459,11.95035458,0.877567708,walk
1.70E+18,11.67062354,-0.137792051,-0.819168091,-1.344002366,1.0109061,0.368770361,-1.531671882,-0.107942253,9.788161278,0.592129767,1.15899992,-30.09739876,18.86120033,0.614548087,0.457597405,0.494695991,0.410135478,-1.195149422,-1.317996502,-2.93480587,0.871585667,12.01256752,1.081256747,walk
1.70E+18,11.68050366,-0.449188739,-0.989351273,-1.480319262,1.159639359,0.349063545,-1.480540752,0.036318496,9.781503677,0.700892448,1.317600012,-30.31699944,18.53179932,0.616959214,0.452568978,0.496350288,0.410096377,-1.186256647,-1.307495475,-2.92174387,1.254736423,12.00060368,1.064207911,walk
1.70E+18,11.69038354,-0.822578192,-0.796504974,-1.428751349,1.275283694,0.24194105,-1.395255566,0.17089957,9.770771027,0.820489407,1.598199964,-30.60980034,18.1779995,0.619409859,0.44883883,0.497350276,0.40928942,-1.180327535,-1.298481226,-2.914423943,1.427318692,12.08225918,0.954138041,walk
1.70E+18,11.70923218,-0.935628414,0.790225029,-0.858494937,1.387798905,-0.029893102,-1.216163278,0.398471653,9.740356445,1.066332698,2.159399986,-30.86599922,18.03159904,0.622236252,0.446475267,0.49800688,0.406781286,-1.181283355,-1.289822936,-2.917823553,1.218844056,12.08704472,0.817747116,walk
1.70E+18,11.71908545,-0.91183126,1.404180527,-0.676363647,1.410168767,-0.279357374,-1.119160414,0.500206053,9.720000267,1.200739622,2.513200045,-31.07339859,17.83639908,0.625308335,0.444394469,0.499235868,0.40282324,-1.190215349,-1.279856563,-2.930648327,0.924227774,11.81635666,0.762413144,walk
1.70E+18,11.72894702,-0.698333442,1.851634979,-0.660922766,1.405907869,-0.583148479,-1.005646586,0.587173879,9.697419167,1.336296678,2.818199873,-31.25639915,17.64119911,0.628353477,0.4415465,0.501560807,0.398303092,-1.204241276,-1.2677809,-2.947256804,0.783051193,11.45683479,0.822532773,walk
1.70E+18,11.73880127,-0.279513329,2.143881798,-0.612875223,1.369623303,-0.879016995,-0.857446015,0.655792236,9.673618317,1.470178723,3.208600044,-31.36619949,17.48259926,0.631377161,0.437904418,0.504529297,0.393767476,-1.218663096,-1.254198551,-2.962826252,0.677467883,11.1191473,0.731306434,walk
1.70E+18,11.74864014,0.159382522,2.224941254,-0.540356874,1.297720075,-1.087935805,-0.66077733,0.702166677,9.649956703,1.598649621,3.562399864,-31.48819923,17.37279892,0.63474983,0.434369296,0.506961465,0.389109254,-1.229222536,-1.240537643,-2.975679636,0.596111953,10.68544865,0.666700184,walk
1.70E+18,11.75849292,0.514787197,2.23085022,-0.68026793,1.206043482,-1.211569428,-0.484880745,0.729262114,9.627206802,1.719145179,3.92840004,-31.59799957,17.23859978,0.638575673,0.431877941,0.508189023,0.383987635,-1.235880494,-1.22809422,-2.987850904,0.498006225,10.20419216,0.697806895,walk
1.70E+18,11.76834937,0.670173645,2.330012321,-0.909130454,1.158041477,-1.296321988,-0.400128156,0.745696008,9.604519844,1.835082769,4.330999851,-31.70779991,17.18980026,0.642550886,0.430608898,0.50848949,0.378342152,-1.241318583,-1.217225552,-3.001676798,0.560219586,9.530911446,1.105184913,walk
1.70E+18,11.77820239,0.442167222,2.354512215,-1.165001392,1.168161154,-1.343791485,-0.458249927,0.764592648,9.580039978,1.951571226,4.538399696,-31.6955986,17.12879944,0.646627307,0.430409938,0.508150518,0.372026205,-1.247033358,-1.207471132,-3.018319368,0.636789918,8.927322388,2.1302104,walk
1.70E+18,11.78805176,0.115433156,2.107049942,-1.339947939,1.185737491,-1.245723486,-0.594133735,0.795821667,9.552898407,2.068618774,4.770199776,-31.6955986,17.09219933,0.650737941,0.431009591,0.507303298,0.365259111,-1.25264442,-1.198632956,-3.03670454,0.543469846,8.613563538,3.050250769,walk
1.70E+18,11.7979043,-0.073570907,1.773900032,-1.395429492,1.161769748,-0.965900064,-0.716236055,0.842426121,9.523779869,2.181359529,5.2093997,-31.65899849,17.11660004,0.654730201,0.432147652,0.505955398,0.358588696,-1.256771088,-1.190999627,-3.054457664,0.227318153,8.745168686,3.208176851,walk
1.70E+18,11.80776074,-0.237610638,1.462954521,-1.589138508,1.06157124,-0.632748425,-0.77003032,0.899867773,9.494956017,2.281763315,5.538799763,-31.64679909,17.15320015,0.658599496,0.433702767,0.503991127,0.352337331,-1.258174539,-1.18479681,-3.069991827,0.337387979,9.097212791,2.803490877,walk
1.70E+18,11.81761377,-0.377782226,1.054738045,-1.73979497,0.915501177,-0.361979485,-0.716768682,0.957476676,9.468675613,2.365972042,5.831599712,-31.52479935,17.25079918,0.662375152,0.435512275,0.501360655,0.346735775,-1.255989194,-1.180048108,-3.082113981,0.754337311,9.430413246,2.271686077,walk
1.70E+18,11.8274646,-0.523270965,0.596847534,-1.78306675,0.825422466,-0.069373302,-0.530219734,1.003934264,9.445282936,2.43908453,6.197599888,-31.43939972,17.33619881,0.666017532,0.437417269,0.498193949,0.34189117,-1.250445485,-1.176615119,-3.090604305,0.854835868,9.480662346,1.782951951,walk
1.70E+18,11.83731763,-0.49004072,-0.051557541,-1.453359246,0.887805164,0.269104481,-0.249264523,1.032620311,9.422091484,2.515604973,6.539199829,-31.20759964,17.51919937,0.66935122,0.439260244,0.494835079,0.337872207,-1.242885709,-1.174302578,-3.096035242,0.660718143,9.274580956,1.560120344,walk
1.70E+18,11.84717651,-0.425704598,-0.625302315,-0.525378466,1.085006356,0.358650655,-0.044074018,1.044939876,9.394523621,2.611783981,6.831999779,-31.04899979,17.66559982,0.672125518,0.4410882,0.49163726,0.334636092,-1.235385418,-1.173143387,-3.099943638,0.394815743,8.881858826,1.591227055,walk
1.70E+18,11.85702979,-0.522819698,-0.901865005,0.272943735,1.30997026,0.210450098,0.006524552,1.048791051,9.359869003,2.731900215,7.307799816,-30.87819862,17.86079979,0.674329042,0.442949653,0.488745332,0.331969798,-1.229062557,-1.172917724,-3.103554964,0.112163559,8.445766449,1.538584948,walk
1.70E+18,11.86688208,-0.84315455,-0.727173805,0.29542017,1.451712847,0.08681649,-0.040878318,1.053036451,9.319260597,2.865811348,7.600599766,-30.67079926,18.00720024,0.675941825,0.444923908,0.486150831,0.329852611,-1.224102139,-1.173735619,-3.107136011,-0.201595306,8.074580193,1.241575837,walk
1.70E+18,11.87673535,-0.745263457,-0.330649376,-0.241849422,1.454908609,0.230689526,-0.079293281,1.065264821,9.276683807,2.996453285,7.905600071,-30.46339989,18.14139938,0.676995337,0.447232753,0.483694553,0.328176379,-1.220472693,-1.17586565,-3.111178875,-0.299701035,7.645666599,0.81056869,walk
1.70E+18,11.88659058,-0.346548378,0.043931961,-0.891128778,1.351514339,0.519101381,-0.032889068,1.083152294,9.236393929,3.112264872,8.210599899,-30.23159981,18.33659935,0.677632928,0.450087994,0.481112838,0.326748908,-1.217700124,-1.179446697,-3.116040707,-0.072382882,7.276872635,0.427118838,walk
1.70E+18,11.89644385,-0.261554182,0.132108688,-1.481770277,1.238000512,0.786075413,0.093940236,1.098627687,9.200033188,3.212910891,8.503399849,-30.06079865,18.43420029,0.677942097,0.453409016,0.478302896,0.325639606,-1.214925528,-1.184415102,-3.120903492,0.536291361,6.869494915,0.364905447,walk
1.70E+18,11.90631274,-0.465675473,-0.03817749,-1.79658699,1.170291662,1.013169765,0.237879843,1.108746767,9.166474342,3.304060936,8.735199928,-29.87779999,18.60499954,0.67815721,0.457174391,0.475001931,0.324757725,-1.210793853,-1.19060421,-3.125002861,1.087238789,6.584449768,0.422333211,walk
1.70E+18,11.91616772,-0.738113761,-0.396832466,-1.848810554,1.104713202,1.18533802,0.342339277,1.11548841,9.135314941,3.387046814,9.027999878,-29.75580025,18.75139999,0.678480327,0.461233348,0.47102958,0.324128628,-1.203737855,-1.197756767,-3.126992702,1.513460279,6.471987247,0.81056869,walk
1.70E+18,11.92600806,-1.027974248,-0.801270485,-1.972043872,0.98640579,1.290330052,0.377491951,1.123008847,9.10782814,3.457844973,9.174399376,-29.51179886,18.84899902,0.678979158,0.465449572,0.466358781,0.323810905,-1.192921042,-1.205688477,-3.125939608,1.937588096,6.531807423,1.47158587,walk
1.70E+18,11.93586157,-1.353881598,-1.144739151,-2.32335186,0.828618109,1.354310632,0.349263281,1.13550961,9.085102081,3.513107061,9.271999359,-29.38979912,18.90999985,0.679638386,0.469944,0.461052597,0.323534817,-1.179324865,-1.214276433,-3.123152494,2.114956141,6.773781776,2.192722797,walk
1.70E+18,11.94571045,-1.472652912,-1.549571514,-2.791226149,0.656516433,1.384137154,0.271967292,1.15652895,9.06746769,3.551599264,9.467200279,-29.27999878,18.90999985,0.680239558,0.474662513,0.455521196,0.323218316,-1.16510272,-1.223317027,-3.12017107,1.997408748,7.245766163,2.710170746,walk
1.70E+18,11.95556348,-1.274030685,-1.898311138,-3.195082188,0.491804779,1.361234665,0.180823311,1.185995102,9.054591179,3.57465744,9.406199455,-29.17020035,18.94659996,0.680668235,0.479507923,0.450126439,0.322721392,-1.15222466,-1.232442975,-3.118531704,1.719542146,7.823034763,3.014358282,walk
1.70E+18,11.96540698,-0.698694766,-2.288854122,-3.265143871,0.347332537,1.282873392,0.121702872,1.219724894,9.045858383,3.585402012,9.552599907,-29.10919952,18.92219925,0.68083179,0.484110266,0.445298731,0.322202414,-1.141689539,-1.241122246,-3.118164063,1.501496196,8.378767967,3.222832918,walk
1.70E+18,11.97525903,-0.177280307,-2.561248302,-3.205053806,0.213579223,1.122955322,0.113114432,1.250034571,9.041460991,3.586055279,9.71119976,-29.06040001,18.92219925,0.680870712,0.488211989,0.441109747,0.321692795,-1.132993937,-1.248852372,-3.118354082,1.527817249,8.908179283,3.445365429,walk
1.70E+18,11.98514063,0.226641774,-2.664991379,-2.807699919,0.106989339,0.944928288,0.132355198,1.273366332,9.040603638,3.580001354,9.772199631,-28.95059967,18.83679962,0.680915773,0.491699517,0.437464952,0.321262717,-1.125030875,-1.255467057,-3.118041992,1.827518344,9.401699066,3.682554007,walk
1.70E+18,11.99499561,0.636271358,-2.601099491,-2.13026762,-0.008188979,0.799989998,0.174431905,1.288595676,9.043708801,3.566685677,9.869799614,-28.91399956,18.81239891,0.680956185,0.494464159,0.4344033,0.321088195,-1.117254734,-1.260949969,-3.116335869,2.210669041,9.796813965,3.874279022,walk
1.70E+18,12.00487598,0.808004975,-2.361337662,-1.383863926,-0.140877068,0.712041676,0.241075546,1.294918299,9.051766396,3.543883085,10.04059982,-28.88959885,18.72699928,0.68110621,0.496678263,0.431735277,0.320951194,-1.109579802,-1.265351415,-3.113866568,2.498106956,10.08185863,3.967599154,walk
1.70E+18,12.01473389,0.692683578,-1.898458481,-0.830322981,-0.277293473,0.702454627,0.315708429,1.293521404,9.065219879,3.509842396,10.16259956,-28.82859993,18.71479988,0.681269348,0.498509556,0.429488689,0.320779979,-1.103027701,-1.268923283,-3.111765146,2.752045155,10.11057281,3.996312857,walk
1.70E+18,12.02455176,0.421277046,-1.336637974,-0.478634596,-0.410048127,0.736542046,0.366839617,1.287546515,9.083691597,3.463978052,10.2723999,-28.71879959,18.80019951,0.681400299,0.500414133,0.427506775,0.320183098,-1.099342227,-1.272115707,-3.112753868,2.92941308,10.01725292,4.097110748,walk
1.70E+18,12.03440527,0.209119678,-0.801929474,-0.211024046,-0.53741008,0.791934192,0.369502693,1.282018542,9.106389046,3.405948639,10.45539951,-28.59679985,18.87339973,0.681482017,0.502525747,0.425779432,0.319001645,-1.099462032,-1.275010109,-3.11806488,2.979662418,9.998110771,4.420440674,walk
1.70E+18,12.04424414,0.234945297,-0.298021317,0.082528353,-0.661110222,0.879349887,0.325828165,1.282610297,9.13218689,3.335935593,10.65059948,-28.4503994,18.97099876,0.681589603,0.504745781,0.424237907,0.317316025,-1.102460146,-1.277492762,-3.126739979,2.96291256,10.0890379,4.743771076,walk
1.70E+18,12.05409644,0.524946809,0.166327477,0.401540995,-0.773026288,0.98973465,0.267173767,1.291853428,9.160247803,3.254439831,10.67500019,-28.25519943,19.09300041,0.681775928,0.50688076,0.422797084,0.315430105,-1.106333852,-1.279540658,-3.136404276,2.864507914,10.16800117,4.897210598,walk
1.70E+18,12.06396191,0.893770933,0.529644966,0.683948517,-0.859376729,1.088867903,0.246934325,1.305915236,9.189980507,3.163739204,10.72379971,-28.10879898,19.31259918,0.682121992,0.508880377,0.421350002,0.313392013,-1.110039353,-1.281106114,3.137075663,2.826222658,10.09382343,4.973781109,walk
1.70E+18,12.07381519,1.168719053,0.781142235,0.872618437,-0.903051317,1.13840127,0.280489177,1.317933917,9.220545769,3.068381548,10.78479958,-27.91359901,19.41020012,0.6824224,0.510699213,0.4200975,0.311454743,-1.11411643,-1.282423615,3.127528667,2.874078989,9.902397156,4.762913704,walk
1.70E+18,12.08367896,1.417035937,0.776637077,0.995487452,-0.893464208,1.105378985,0.339143574,1.323080778,9.250638008,2.974147081,10.77260017,-27.73060036,19.55660057,0.682120442,0.512284875,0.419523686,0.310283422,-1.120072484,-1.284238338,3.118488312,2.778366089,9.83509922,4.005884171,walk
1.70E+18,12.09353369,1.596121907,0.652258873,1.183239222,-0.835342407,1.00091958,0.37962243,1.320883274,9.278542519,2.886921883,10.74819946,-27.47439957,19.73959923,0.680963159,0.513900399,0.419588834,0.310065717,-1.128508568,-1.287340641,3.109524727,2.395215511,9.655637741,3.258725405,walk
1.70E+18,12.10335498,1.651452899,0.605634689,1.583089352,-0.749591172,0.872425854,0.366839617,1.315487981,9.302805901,2.8102808,10.73600006,-27.25479889,19.86159897,0.678913534,0.515776813,0.420035154,0.310839385,-1.138886809,-1.29227376,3.100762129,2.016551256,9.296115875,2.793919563,walk
1.70E+18,12.1132063,1.63847363,0.67278862,1.97227335,-0.658979774,0.742933452,0.306653947,1.311266899,9.323125839,2.744137526,10.82139969,-27.14499855,19.92259979,0.676323593,0.517950952,0.420410603,0.312358975,-1.149058461,-1.298824191,3.093207836,1.779362798,8.867501259,2.568695068,walk
1.70E+18,12.12306738,1.540885806,0.731557846,2.181389093,-0.574227154,0.605917871,0.224564433,1.310148001,9.339661598,2.687865973,10.84579945,-27.01079941,20.04459953,0.673906624,0.520347118,0.420104474,0.314007908,-1.155763745,-1.306065559,3.088151217,1.700399637,8.531908035,2.556730986,walk
1.70E+18,12.13291943,1.499770761,0.640668869,2.30453825,-0.491072416,0.504654169,0.154192477,1.312431216,9.352731705,2.640893698,11.11419964,-26.9741993,20.16659927,0.672261357,0.522825122,0.418744504,0.315232575,-1.156566143,-1.312999606,3.086562395,1.815255046,8.651848793,2.592623234,walk
1.70E+18,12.1427749,1.545054436,0.435599327,2.131849051,-0.403656751,0.44606632,0.138213992,1.314634681,9.36320591,2.602402449,11.39480019,-26.87660027,20.2397995,0.671469569,0.52522254,0.416526586,0.31587258,-1.152004838,-1.319056511,3.088009357,2.021337032,9.92154026,2.642872572,walk
1.70E+18,12.1526272,1.452978849,0.356998444,1.406134367,-0.311980128,0.434348762,0.19893226,1.31063199,9.372467041,2.570893764,11.66319942,-26.84000015,20.33740044,0.67101711,0.527561784,0.414132237,0.316083997,-1.146731973,-1.32443881,3.089225292,2.191526413,12.07507992,2.710170746,walk
1.70E+18,12.16248633,1.082310081,0.167778015,0.682715416,-0.210183784,0.464707911,0.290608883,1.298003674,9.380778313,2.546875,12.12679958,-26.80340004,20.47159958,0.670297146,0.529900014,0.412214339,0.316207349,-1.145278454,-1.329677224,3.087296486,2.091027975,13.87867069,2.305185556,walk
1.70E+18,12.17233936,0.722199678,-0.198611259,0.235115528,-0.120105021,0.505186737,0.352458984,1.279843569,9.387846947,2.529963255,12.66359997,-26.7057991,20.49600029,0.66903919,0.532084167,0.411073536,0.316688329,-1.148166895,-1.335026264,3.082919598,1.736291885,14.43918896,1.198505044,walk
1.70E+18,12.18220044,0.503851175,-0.63197422,0.022676706,-0.064113714,0.536145091,0.358317763,1.261420012,9.393633842,2.517708778,13.09060001,-26.63259888,20.56920052,0.66714853,0.533741057,0.410921425,0.318083197,-1.15355885,-1.340433121,3.079213858,1.417747378,13.84517097,-0.018544376,walk
1.70E+18,12.19205396,0.441133261,-0.969705582,0.019871235,-0.02470009,0.553721428,0.33435002,1.245541573,9.398031235,2.509189367,13.45660019,-26.49839973,20.65460014,0.664940894,0.534883499,0.411317617,0.3202672,-1.158331752,-1.345800042,3.078366756,1.28614223,12.43669605,-0.833001375,walk
1.70E+18,12.20192188,0.572221518,-0.851902008,0.062393665,-0.007656362,0.488675654,0.31730628,1.229839802,9.401713371,2.50313282,13.87139988,-26.3885994,20.77659988,0.6628443,0.535663843,0.411582351,0.322957665,-1.158438683,-1.351132989,3.082824469,1.261914849,10.4916296,-0.883250654,walk
1.70E+18,12.2117771,0.80068028,0.411353111,0.120535135,-0.051330917,0.273898035,0.333817393,1.207474828,9.406759262,2.49505043,14.15199947,-26.19339943,20.89859962,0.661041141,0.536202788,0.411355644,0.326033384,-1.151573181,-1.356543541,3.094085217,0.881156921,8.627920151,-0.270089865,walk
1.70E+18,12.22159277,1.003931165,2.549958229,0.202417612,-0.164844811,-0.007523208,0.380155027,1.173887491,9.415312767,2.478761435,14.42039967,-26.05920029,20.99619865,0.65953064,0.536872983,0.410457373,0.329107165,-1.139282703,-1.36227107,3.109636307,0.198305175,7.355835915,0.489332229,walk
1.70E+18,12.23144434,0.947872996,4.33000946,-0.174553871,-0.32103461,-0.237280652,0.4377442,1.128642201,9.428728104,2.448599339,14.6644001,-25.83959961,21.14259911,0.658293426,0.53825897,0.408652931,0.331556678,-1.124929309,-1.36869967,3.124657869,-0.462712079,6.838387966,1.086042404,walk
1.70E+18,12.24132202,0.643021822,4.862133026,-1.238386154,-0.460646719,-0.335881293,0.456918389,1.078373194,9.446187019,2.403550625,14.8107996,-25.64439964,21.21579933,0.657376468,0.540654004,0.405927211,0.332825094,-1.112090945,-1.375715494,3.134630442,-1.090229869,6.684948444,1.50269258,walk
1.70E+18,12.25117603,0.367836356,4.240358353,-2.401180267,-0.535812199,-0.237813279,0.40951553,1.034623742,9.465015411,2.348066807,14.95720005,-25.5223999,21.36219978,0.656862736,0.543916881,0.402519912,0.332661271,-1.103302717,-1.382705688,3.137051105,-1.569392562,6.819245338,1.773380637,walk
1.70E+18,12.26100562,0.264312267,2.809122086,-3.156639099,-0.539007902,0.016977152,0.30984965,1.006298304,9.482580185,2.288759232,15.18900013,-25.41259956,21.44759941,0.656719029,0.547718525,0.398747683,0.33124736,-1.09934926,-1.389232874,3.132011175,-1.706082582,7.147361279,1.960319996,walk
1.70E+18,12.27085718,0.253467917,0.848463058,-3.149017334,-0.499061674,0.267506629,0.208519369,0.993352652,9.497550011,2.231631517,15.48180008,-25.30279922,21.58180046,0.656665564,0.551627934,0.395005971,0.329343617,-1.098731756,-1.395388722,3.122936726,-1.382453322,7.729415417,1.984248161,walk
1.70E+18,12.28072656,-0.117588699,-1.024657249,-2.48221755,-0.457983613,0.375161767,0.187214702,0.984059095,9.510560036,2.179743052,15.59159946,-25.11979866,21.63059998,0.656417549,0.555310369,0.391652137,0.327650785,-1.100048542,-1.401367426,3.112970829,-0.956231773,8.668598175,1.941177368,walk
1.70E+18,12.29058008,-0.781973422,-2.302733421,-1.673846245,-0.436146349,0.337345988,0.248532176,0.966647685,9.522956848,2.132903576,15.61599922,-24.96119881,21.64279938,0.655784369,0.558547318,0.389019608,0.326550931,-1.103533149,-1.407167196,3.10304594,-0.80757767,9.746564865,1.644168258,walk
1.70E+18,12.30043555,-1.414927721,-2.825167179,-1.031382442,-0.441472501,0.140610754,0.290076256,0.93957448,9.535346985,2.089198351,15.61599922,-24.76599884,21.64279938,0.654662013,0.5613904,0.387300313,0.325970739,-1.112123728,-1.412765265,3.090405464,-1.023230791,10.63280678,1.105184913,walk
